id,name,family,price
22496,Tomato Shirt,Shirt,58.47
22497,MediumSlateBlue Sweatshirt,Sweatshirt,99.67
22498,DeepSkyBlue Jacket,Jacket,33.47
22499,Ivory Sweatshirt,Sweatshirt,93.93
22500,PowderBlue Shirt,Shirt,96.92
22501,MediumAquaMarine Sweatshirt,Sweatshirt,39.3
22502,Aquamarine Sweatshirt,Sweatshirt,86.06
22503,DarkOrange Sweatshirt,Sweatshirt,58.13
22504,Linen Shirt,Shirt,25.02
22505,Chartreuse Sweatshirt,Sweatshirt,90.21
22506,Gray Sweatshirt,Sweatshirt,89.56
22507,LightCyan Shirt,Shirt,93.22
22508,HoneyDew Shirt,Shirt,67.38
22509,GhostWhite Sweatshirt,Sweatshirt,69.7
22510,MediumBlue Sweatshirt,Sweatshirt,44.9
22511,Gray Jacket,Jacket,93.32
22512,Brown Sweatshirt,Sweatshirt,95.82
22513,YellowGreen Shirt,Shirt,63.81
22514,PaleTurquoise Sweatshirt,Sweatshirt,75.35
22515,Aqua Shirt,Shirt,98.46
22516,Maroon Sweatshirt,Sweatshirt,57.58
22517,SandyBrown Jacket,Jacket,67.84
22518,Lime Sweatshirt,Sweatshirt,63.7
22519,LawnGreen Shirt,Shirt,90.97
22520,Magenta Jacket,Jacket,90.65
22521,OldLace Sweatshirt,Sweatshirt,33.33
22522,Moccasin Sweatshirt,Sweatshirt,71.23
22523,ForestGreen Shirt,Shirt,77.62
22524,Cyan Sweatshirt,Sweatshirt,97.54
22525,OldLace Shirt,Shirt,66.48
22526,LightSeaGreen Sweatshirt,Sweatshirt,98.71
22527,Lavender Shirt,Shirt,50.45
22528,Moccasin Sweatshirt,Sweatshirt,76.01
22529,LightCoral Shirt,Shirt,64.34
22530,Magenta Shirt,Shirt,56.88
22531,LemonChiffon Shirt,Shirt,34.08
22532,LightGray Shirt,Shirt,72.23
22533,PaleGreen Shirt,Shirt,33.11
22534,BlueViolet Sweatshirt,Sweatshirt,42.77
22535,Purple Sweatshirt,Sweatshirt,95.85
22536,OldLace Shirt,Shirt,20.9
22537,MediumVioletRed Sweatshirt,Sweatshirt,55.59
22538,Maroon Shirt,Shirt,80.67
22539,LightSeaGreen Shirt,Shirt,44.36
22540,LightSteelBlue Sweatshirt,Sweatshirt,88.6
22541,IndianRed Shirt,Shirt,79.92
22542,Gray Jacket,Jacket,73.8
22543,Chocolate Jacket,Jacket,45.36
22544,Tan Sweatshirt,Sweatshirt,36.1
22545,HotPink Sweatshirt,Sweatshirt,67.36
22546,PowderBlue Shirt,Shirt,29.83
22547,DarkKhaki Sweatshirt,Sweatshirt,39.23
22548,MediumSeaGreen Jacket,Jacket,32.25
22549,PaleTurquoise Shirt,Shirt,80.8
22550,Linen Shirt,Shirt,26.24
22551,Teal Jacket,Jacket,55.69
22552,Ivory Sweatshirt,Sweatshirt,57.41
22553,SlateBlue Jacket,Jacket,52.93
22554,White Shirt,Shirt,66.31
22555,LightGray Shirt,Shirt,61.09
22556,DarkGray Sweatshirt,Sweatshirt,67.1
22557,Coral Shirt,Shirt,58.69
22558,LightSkyBlue Shirt,Shirt,53.26
22559,LavenderBlush Shirt,Shirt,25.05
22560,Silver Shirt,Shirt,34.47
22561,MediumBlue Jacket,Jacket,55.03
22562,DarkViolet Sweatshirt,Sweatshirt,33.3
22563,FireBrick Shirt,Shirt,93.53
22564,Fuchsia Sweatshirt,Sweatshirt,65.34
22565,HotPink Jacket,Jacket,34.25
22566,DarkKhaki Sweatshirt,Sweatshirt,68.0
22567,DarkOrange Shirt,Shirt,51.0
22568,Ivory Sweatshirt,Sweatshirt,43.39
22569,PapayaWhip Sweatshirt,Sweatshirt,51.29
22570,DimGray Sweatshirt,Sweatshirt,29.27
22571,DarkOrange Sweatshirt,Sweatshirt,67.59
22572,PapayaWhip Shirt,Shirt,31.86
22573,LightSteelBlue Shirt,Shirt,90.86
22574,PaleVioletRed Shirt,Shirt,68.87
22575,Brown Shirt,Shirt,57.25
22576,Crimson Jacket,Jacket,49.29
22577,Bisque Sweatshirt,Sweatshirt,54.4
22578,Cornsilk Sweatshirt,Sweatshirt,45.25
22579,LimeGreen Shirt,Shirt,24.19
22580,Crimson Jacket,Jacket,70.71
22581,Gray Sweatshirt,Sweatshirt,53.15
22582,Snow Shirt,Shirt,41.2
22583,Chartreuse Jacket,Jacket,78.38
22584,Gray Sweatshirt,Sweatshirt,88.97
22585,OrangeRed Shirt,Shirt,50.87
22586,Salmon Jacket,Jacket,58.03
22587,Navy Shirt,Shirt,93.28
22588,Turquoise Sweatshirt,Sweatshirt,78.97
22589,PeachPuff Jacket,Jacket,23.22
22590,Crimson Jacket,Jacket,81.72
22591,White Shirt,Shirt,58.98
22592,Red Sweatshirt,Sweatshirt,23.2
22593,Sienna Sweatshirt,Sweatshirt,76.82
22594,OldLace Shirt,Shirt,63.72
22595,OrangeRed Sweatshirt,Sweatshirt,33.1
22596,Olive Jacket,Jacket,77.12
22597,AntiqueWhite Sweatshirt,Sweatshirt,48.48
22598,PaleGreen Shirt,Shirt,24.64
22599,Indigo Jacket,Jacket,72.19
22600,SpringGreen Sweatshirt,Sweatshirt,76.18
22601,DarkSlateBlue Sweatshirt,Sweatshirt,80.62
22602,Crimson Shirt,Shirt,42.49
22603,PaleGreen Sweatshirt,Sweatshirt,95.74
22604,PaleGreen Sweatshirt,Sweatshirt,89.99
22605,Gold Sweatshirt,Sweatshirt,32.15
22606,SeaGreen Shirt,Shirt,71.15
22607,DarkGray Jacket,Jacket,34.08
22608,DarkSlateGray Sweatshirt,Sweatshirt,62.8
22609,Linen Jacket,Jacket,23.66
22610,SpringGreen Jacket,Jacket,32.78
22611,LightSeaGreen Shirt,Shirt,98.59
22612,MidnightBlue Sweatshirt,Sweatshirt,67.01
22613,Bisque Sweatshirt,Sweatshirt,68.93
22614,LightPink Shirt,Shirt,37.1
22615,Chartreuse Jacket,Jacket,41.87
22616,Crimson Sweatshirt,Sweatshirt,52.07
22617,LightSteelBlue Sweatshirt,Sweatshirt,39.05
22618,Peru Sweatshirt,Sweatshirt,59.38
22619,OldLace Shirt,Shirt,28.04
22620,MediumSpringGreen Shirt,Shirt,22.12
22621,LightSeaGreen Sweatshirt,Sweatshirt,89.78
22622,ForestGreen Sweatshirt,Sweatshirt,84.26
22623,Sienna Shirt,Shirt,82.59
22624,IndianRed Sweatshirt,Sweatshirt,68.77
22625,RoyalBlue Shirt,Shirt,99.9
22626,Chartreuse Sweatshirt,Sweatshirt,97.9
22627,DarkCyan Sweatshirt,Sweatshirt,24.96
22628,FloralWhite Shirt,Shirt,47.66
22629,Tan Sweatshirt,Sweatshirt,95.25
22630,DarkGray Sweatshirt,Sweatshirt,31.73
22631,PaleGreen Jacket,Jacket,74.78
22632,DarkSlateGray Shirt,Shirt,78.13
22633,DarkOrchid Jacket,Jacket,39.54
22634,LightCoral Jacket,Jacket,95.43
22635,Wheat Sweatshirt,Sweatshirt,53.13
22636,WhiteSmoke Sweatshirt,Sweatshirt,55.76
22637,DarkSeaGreen Jacket,Jacket,75.2
22638,Lime Sweatshirt,Sweatshirt,31.02
22639,Coral Shirt,Shirt,68.41
22640,LightGray Shirt,Shirt,82.82
22641,Salmon Shirt,Shirt,49.43
22642,GreenYellow Shirt,Shirt,39.09
22643,DarkGray Sweatshirt,Sweatshirt,20.9
22644,Linen Jacket,Jacket,93.79
22645,Azure Shirt,Shirt,23.3
22646,LightSteelBlue Sweatshirt,Sweatshirt,58.11
22647,BlanchedAlmond Shirt,Shirt,95.19
22648,Yellow Jacket,Jacket,95.97
22649,Wheat Jacket,Jacket,94.42
22650,MediumSeaGreen Sweatshirt,Sweatshirt,32.01
22651,Khaki Shirt,Shirt,89.24
22652,SaddleBrown Sweatshirt,Sweatshirt,74.36
22653,Green Jacket,Jacket,66.31
22654,Olive Sweatshirt,Sweatshirt,52.7
22655,MintCream Shirt,Shirt,40.59
22656,MediumAquaMarine Shirt,Shirt,92.11
22657,SpringGreen Shirt,Shirt,88.27
22658,SeaGreen Sweatshirt,Sweatshirt,78.92
22659,SandyBrown Sweatshirt,Sweatshirt,27.72
22660,MediumTurquoise Shirt,Shirt,29.8
22661,DarkMagenta Sweatshirt,Sweatshirt,86.33
22662,Tan Shirt,Shirt,55.65
22663,MediumSlateBlue Sweatshirt,Sweatshirt,76.27
22664,ForestGreen Sweatshirt,Sweatshirt,22.16
22665,Coral Sweatshirt,Sweatshirt,78.0
22666,Coral Sweatshirt,Sweatshirt,55.09
22667,LightBlue Sweatshirt,Sweatshirt,50.01
22668,SpringGreen Shirt,Shirt,61.65
22669,PeachPuff Shirt,Shirt,30.61
22670,DarkOrchid Shirt,Shirt,80.68
22671,LightYellow Shirt,Shirt,35.52
22672,LightGoldenRodYellow Sweatshirt,Sweatshirt,48.99
22673,Orange Sweatshirt,Sweatshirt,55.42
22674,PapayaWhip Sweatshirt,Sweatshirt,99.71
22675,LightGoldenRodYellow Jacket,Jacket,36.12
22676,OliveDrab Shirt,Shirt,45.38
22677,ForestGreen Sweatshirt,Sweatshirt,86.59
22678,Navy Shirt,Shirt,94.29
22679,NavajoWhite Shirt,Shirt,81.34
22680,LawnGreen Sweatshirt,Sweatshirt,71.51
22681,FireBrick Sweatshirt,Sweatshirt,97.09
22682,SeaShell Sweatshirt,Sweatshirt,50.33
22683,LightYellow Sweatshirt,Sweatshirt,63.23
22684,GreenYellow Shirt,Shirt,53.28
22685,PaleGreen Shirt,Shirt,57.1
22686,Chartreuse Shirt,Shirt,81.56
22687,Coral Shirt,Shirt,22.72
22688,LightPink Sweatshirt,Sweatshirt,24.37
22689,DarkSeaGreen Shirt,Shirt,58.09
22690,DarkOrange Jacket,Jacket,45.31
22691,LightYellow Jacket,Jacket,60.88
22692,SaddleBrown Shirt,Shirt,61.97
22693,DarkSlateGray Shirt,Shirt,76.17
22694,Cyan Jacket,Jacket,20.29
22695,MediumVioletRed Sweatshirt,Sweatshirt,20.36
22696,LightSteelBlue Shirt,Shirt,36.87
22697,DarkOrange Shirt,Shirt,56.26
22698,SkyBlue Shirt,Shirt,38.0
22699,LimeGreen Jacket,Jacket,68.97
22700,Peru Sweatshirt,Sweatshirt,77.48
22701,DarkKhaki Shirt,Shirt,79.81
22702,Plum Shirt,Shirt,54.51
22703,DarkOrange Shirt,Shirt,69.01
22704,PapayaWhip Sweatshirt,Sweatshirt,64.91
22705,Beige Jacket,Jacket,80.88
22706,DarkGoldenRod Sweatshirt,Sweatshirt,34.3
22707,Wheat Shirt,Shirt,38.59
22708,DarkGray Jacket,Jacket,66.0
22709,Crimson Sweatshirt,Sweatshirt,70.41
22710,Moccasin Jacket,Jacket,22.34
22711,DarkGreen Sweatshirt,Sweatshirt,90.64
22712,DarkKhaki Jacket,Jacket,93.19
22713,LightSlateGray Sweatshirt,Sweatshirt,81.31
22714,Teal Shirt,Shirt,76.98
22715,LemonChiffon Shirt,Shirt,64.99
22716,GhostWhite Sweatshirt,Sweatshirt,93.77
22717,MintCream Sweatshirt,Sweatshirt,58.51
22718,HotPink Shirt,Shirt,52.37
22719,Cornsilk Sweatshirt,Sweatshirt,24.91
22720,DarkRed Sweatshirt,Sweatshirt,21.55
22721,MidnightBlue Sweatshirt,Sweatshirt,21.17
22722,MediumSlateBlue Sweatshirt,Sweatshirt,85.69
22723,Maroon Sweatshirt,Sweatshirt,69.7
22724,Chartreuse Shirt,Shirt,55.99
22725,DarkSlateBlue Shirt,Shirt,80.19
22726,DarkCyan Sweatshirt,Sweatshirt,82.03
22727,RosyBrown Sweatshirt,Sweatshirt,35.04
22728,DodgerBlue Sweatshirt,Sweatshirt,27.65
22729,NavajoWhite Shirt,Shirt,93.45
22730,Thistle Shirt,Shirt,99.49
22731,RoyalBlue Sweatshirt,Sweatshirt,70.53
22732,HotPink Jacket,Jacket,65.23
22733,DarkTurquoise Shirt,Shirt,73.85
22734,Thistle Shirt,Shirt,89.93
22735,NavajoWhite Sweatshirt,Sweatshirt,62.51
22736,Orchid Shirt,Shirt,85.36
22737,Ivory Sweatshirt,Sweatshirt,78.64
22738,Gray Sweatshirt,Sweatshirt,55.02
22739,Lime Sweatshirt,Sweatshirt,27.52
22740,Indigo Sweatshirt,Sweatshirt,70.45
22741,Green Shirt,Shirt,24.03
22742,Red Sweatshirt,Sweatshirt,57.13
22743,Purple Shirt,Shirt,49.35
22744,PaleVioletRed Sweatshirt,Sweatshirt,60.49
22745,Khaki Shirt,Shirt,82.76
22746,DarkViolet Shirt,Shirt,72.32
22747,Turquoise Jacket,Jacket,76.1
22748,Chocolate Sweatshirt,Sweatshirt,56.35
22749,AliceBlue Shirt,Shirt,61.69
22750,Cornsilk Shirt,Shirt,91.45
22751,PaleGoldenRod Jacket,Jacket,28.97
22752,DarkOrchid Sweatshirt,Sweatshirt,77.18
22753,LightSteelBlue Sweatshirt,Sweatshirt,95.9
22754,DarkOrchid Sweatshirt,Sweatshirt,52.35
22755,DarkOrange Shirt,Shirt,66.15
22756,Moccasin Shirt,Shirt,44.59
22757,SandyBrown Sweatshirt,Sweatshirt,48.05
22758,Blue Sweatshirt,Sweatshirt,59.24
22759,DarkGreen Sweatshirt,Sweatshirt,32.77
22760,Teal Sweatshirt,Sweatshirt,86.22
22761,OrangeRed Sweatshirt,Sweatshirt,43.15
22762,Blue Sweatshirt,Sweatshirt,20.28
22763,RosyBrown Sweatshirt,Sweatshirt,75.44
22764,SeaShell Shirt,Shirt,83.39
22765,DeepSkyBlue Shirt,Shirt,84.41
22766,DeepSkyBlue Sweatshirt,Sweatshirt,41.23
22767,Green Shirt,Shirt,78.02
22768,Red Shirt,Shirt,32.39
22769,LightGreen Sweatshirt,Sweatshirt,43.36
22770,MediumAquaMarine Shirt,Shirt,48.19
22771,Gainsboro Sweatshirt,Sweatshirt,21.29
22772,Purple Sweatshirt,Sweatshirt,21.87
22773,Chartreuse Sweatshirt,Sweatshirt,40.51
22774,SaddleBrown Jacket,Jacket,37.9
22775,LightCyan Sweatshirt,Sweatshirt,24.7
22776,HotPink Jacket,Jacket,84.15
22777,AntiqueWhite Sweatshirt,Sweatshirt,22.47
22778,Azure Shirt,Shirt,31.42
22779,DarkSlateGray Sweatshirt,Sweatshirt,67.12
22780,RosyBrown Sweatshirt,Sweatshirt,54.54
22781,Teal Shirt,Shirt,97.37
22782,DarkBlue Shirt,Shirt,42.22
22783,GoldenRod Sweatshirt,Sweatshirt,24.36
22784,PaleGoldenRod Sweatshirt,Sweatshirt,74.26
22785,Fuchsia Sweatshirt,Sweatshirt,61.26
22786,HoneyDew Sweatshirt,Sweatshirt,57.32
22787,Aquamarine Sweatshirt,Sweatshirt,61.57
22788,CadetBlue Sweatshirt,Sweatshirt,61.26
22789,LightPink Shirt,Shirt,59.88
22790,DarkOrange Sweatshirt,Sweatshirt,34.51
22791,Orchid Sweatshirt,Sweatshirt,47.66
22792,Indigo Sweatshirt,Sweatshirt,88.41
22793,OldLace Sweatshirt,Sweatshirt,53.44
22794,DarkOliveGreen Sweatshirt,Sweatshirt,40.89
22795,Ivory Sweatshirt,Sweatshirt,66.37
22796,Olive Sweatshirt,Sweatshirt,98.73
22797,Chartreuse Sweatshirt,Sweatshirt,25.53
22798,FloralWhite Sweatshirt,Sweatshirt,49.69
22799,Aqua Sweatshirt,Sweatshirt,65.53
22800,OldLace Sweatshirt,Sweatshirt,51.44
22801,Brown Shirt,Shirt,43.2
22802,DimGray Sweatshirt,Sweatshirt,67.75
22803,Ivory Sweatshirt,Sweatshirt,85.08
22804,SlateBlue Shirt,Shirt,29.07
22805,GhostWhite Sweatshirt,Sweatshirt,72.4
22806,Magenta Jacket,Jacket,25.53
22807,Chocolate Shirt,Shirt,50.73
22808,NavajoWhite Sweatshirt,Sweatshirt,20.36
22809,OldLace Sweatshirt,Sweatshirt,58.16
22810,DarkViolet Jacket,Jacket,98.86
22811,Tomato Sweatshirt,Sweatshirt,30.3
22812,MintCream Shirt,Shirt,89.14
22813,WhiteSmoke Shirt,Shirt,68.87
22814,IndianRed Jacket,Jacket,93.02
22815,Olive Sweatshirt,Sweatshirt,68.95
22816,Linen Shirt,Shirt,86.37
22817,HoneyDew Sweatshirt,Sweatshirt,99.05
22818,PowderBlue Sweatshirt,Sweatshirt,46.4
22819,Plum Jacket,Jacket,83.33
22820,MediumVioletRed Shirt,Shirt,57.32
22821,DarkSlateGray Sweatshirt,Sweatshirt,76.98
22822,WhiteSmoke Sweatshirt,Sweatshirt,56.06
22823,DarkGreen Sweatshirt,Sweatshirt,95.18
22824,SandyBrown Sweatshirt,Sweatshirt,77.59
22825,MintCream Jacket,Jacket,48.14
22826,LightGray Sweatshirt,Sweatshirt,41.16
22827,DarkOliveGreen Jacket,Jacket,79.49
22828,MidnightBlue Shirt,Shirt,65.34
22829,GoldenRod Shirt,Shirt,85.95
22830,MediumSeaGreen Shirt,Shirt,20.5
22831,LightSeaGreen Jacket,Jacket,67.92
22832,Blue Sweatshirt,Sweatshirt,73.27
22833,DarkRed Sweatshirt,Sweatshirt,59.98
22834,CadetBlue Shirt,Shirt,98.68
22835,MediumAquaMarine Sweatshirt,Sweatshirt,91.41
22836,AliceBlue Sweatshirt,Sweatshirt,59.33
22837,LightGray Sweatshirt,Sweatshirt,56.02
22838,DodgerBlue Shirt,Shirt,26.11
22839,DarkKhaki Jacket,Jacket,95.63
22840,CadetBlue Shirt,Shirt,64.7
22841,LightSteelBlue Jacket,Jacket,34.37
22842,Beige Jacket,Jacket,55.91
22843,DarkSlateGray Shirt,Shirt,69.13
22844,BlueViolet Shirt,Shirt,70.34
22845,Green Shirt,Shirt,35.86
22846,Bisque Sweatshirt,Sweatshirt,63.79
22847,AliceBlue Shirt,Shirt,75.8
22848,PaleGreen Jacket,Jacket,39.04
22849,MistyRose Jacket,Jacket,54.58
22850,MintCream Shirt,Shirt,63.36
22851,Orange Sweatshirt,Sweatshirt,29.07
22852,LightPink Shirt,Shirt,64.58
22853,Olive Shirt,Shirt,53.19
22854,DarkOrange Sweatshirt,Sweatshirt,83.98
22855,OrangeRed Sweatshirt,Sweatshirt,25.78
22856,Thistle Jacket,Jacket,66.69
22857,MediumSlateBlue Sweatshirt,Sweatshirt,22.94
22858,Lime Sweatshirt,Sweatshirt,33.68
22859,Navy Sweatshirt,Sweatshirt,48.34
22860,Magenta Jacket,Jacket,35.42
22861,DarkSalmon Sweatshirt,Sweatshirt,30.33
22862,DarkSeaGreen Jacket,Jacket,69.7
22863,Ivory Shirt,Shirt,72.57
22864,DarkSlateGray Shirt,Shirt,80.28
22865,Red Jacket,Jacket,52.75
22866,LightSeaGreen Shirt,Shirt,55.18
22867,Gray Sweatshirt,Sweatshirt,23.19
22868,PowderBlue Shirt,Shirt,84.62
22869,MediumTurquoise Jacket,Jacket,85.83
22870,PaleGoldenRod Jacket,Jacket,24.42
22871,Bisque Sweatshirt,Sweatshirt,92.24
22872,DarkOliveGreen Jacket,Jacket,57.12
22873,GreenYellow Shirt,Shirt,81.4
22874,Coral Sweatshirt,Sweatshirt,22.93
22875,DarkOliveGreen Sweatshirt,Sweatshirt,88.75
22876,Tomato Shirt,Shirt,83.89
22877,HoneyDew Shirt,Shirt,68.11
22878,BurlyWood Jacket,Jacket,29.27
22879,MediumSeaGreen Jacket,Jacket,24.9
22880,Ivory Sweatshirt,Sweatshirt,38.46
22881,SeaGreen Sweatshirt,Sweatshirt,63.42
22882,Beige Sweatshirt,Sweatshirt,81.89
22883,DarkBlue Shirt,Shirt,32.22
22884,LightYellow Shirt,Shirt,93.54
22885,RosyBrown Shirt,Shirt,62.76
22886,Orange Jacket,Jacket,98.29
22887,LavenderBlush Sweatshirt,Sweatshirt,77.31
22888,Salmon Sweatshirt,Sweatshirt,78.15
22889,LemonChiffon Sweatshirt,Sweatshirt,90.55
22890,PapayaWhip Sweatshirt,Sweatshirt,30.8
22891,Silver Shirt,Shirt,26.9
22892,DarkSeaGreen Shirt,Shirt,21.69
22893,DarkGoldenRod Sweatshirt,Sweatshirt,97.93
22894,MidnightBlue Shirt,Shirt,87.71
22895,SpringGreen Sweatshirt,Sweatshirt,74.63
22896,RosyBrown Sweatshirt,Sweatshirt,64.84
22897,Violet Shirt,Shirt,39.47
22898,LightSalmon Shirt,Shirt,21.94
22899,YellowGreen Jacket,Jacket,62.98
22900,Olive Sweatshirt,Sweatshirt,91.96
22901,Gold Shirt,Shirt,55.91
22902,Silver Jacket,Jacket,20.93
22903,SlateGray Shirt,Shirt,90.32
22904,DodgerBlue Shirt,Shirt,60.42
22905,LightCoral Shirt,Shirt,98.87
22906,Cyan Shirt,Shirt,80.56
22907,ForestGreen Shirt,Shirt,39.79
22908,Pink Shirt,Shirt,81.3
22909,Fuchsia Shirt,Shirt,54.28
22910,SeaGreen Sweatshirt,Sweatshirt,28.73
22911,LightBlue Sweatshirt,Sweatshirt,97.72
22912,GoldenRod Shirt,Shirt,62.45
22913,LightSeaGreen Sweatshirt,Sweatshirt,50.1
22914,SpringGreen Shirt,Shirt,26.01
22915,Pink Shirt,Shirt,36.79
22916,FloralWhite Sweatshirt,Sweatshirt,54.76
22917,HotPink Sweatshirt,Sweatshirt,74.49
22918,Brown Sweatshirt,Sweatshirt,35.79
22919,LightCoral Sweatshirt,Sweatshirt,42.07
22920,FloralWhite Shirt,Shirt,83.03
22921,Purple Sweatshirt,Sweatshirt,69.9
22922,Orange Jacket,Jacket,58.22
22923,Olive Sweatshirt,Sweatshirt,89.59
22924,NavajoWhite Shirt,Shirt,98.56
22925,OldLace Sweatshirt,Sweatshirt,68.34
22926,MediumSpringGreen Shirt,Shirt,30.93
22927,LavenderBlush Sweatshirt,Sweatshirt,73.73
22928,MidnightBlue Sweatshirt,Sweatshirt,45.38
22929,LightCoral Sweatshirt,Sweatshirt,81.26
22930,Silver Shirt,Shirt,45.03
22931,MediumSeaGreen Jacket,Jacket,84.24
22932,MediumSeaGreen Sweatshirt,Sweatshirt,97.35
22933,Yellow Sweatshirt,Sweatshirt,76.75
22934,FireBrick Shirt,Shirt,30.36
22935,Ivory Jacket,Jacket,63.94
22936,PaleGoldenRod Sweatshirt,Sweatshirt,96.77
22937,White Shirt,Shirt,42.65
22938,DarkGreen Sweatshirt,Sweatshirt,30.16
22939,AntiqueWhite Shirt,Shirt,89.65
22940,White Sweatshirt,Sweatshirt,61.81
22941,DarkOliveGreen Jacket,Jacket,38.02
22942,BlanchedAlmond Shirt,Shirt,24.33
22943,LightBlue Shirt,Shirt,77.0
22944,Tan Jacket,Jacket,21.04
22945,LightSlateGray Sweatshirt,Sweatshirt,91.07
22946,PeachPuff Sweatshirt,Sweatshirt,49.51
22947,BlueViolet Shirt,Shirt,94.44
22948,Snow Sweatshirt,Sweatshirt,38.55
22949,LightGray Sweatshirt,Sweatshirt,69.57
22950,Black Sweatshirt,Sweatshirt,45.24
22951,MediumSpringGreen Shirt,Shirt,45.87
22952,LightSeaGreen Sweatshirt,Sweatshirt,25.74
22953,Aquamarine Shirt,Shirt,33.0
22954,LightBlue Sweatshirt,Sweatshirt,97.59
22955,BurlyWood Shirt,Shirt,49.04
22956,Fuchsia Sweatshirt,Sweatshirt,60.13
22957,SkyBlue Sweatshirt,Sweatshirt,90.21
22958,Fuchsia Shirt,Shirt,22.26
22959,DarkSlateBlue Shirt,Shirt,50.81
22960,Green Sweatshirt,Sweatshirt,44.6
22961,YellowGreen Shirt,Shirt,39.22
22962,PaleGoldenRod Sweatshirt,Sweatshirt,93.5
22963,Fuchsia Shirt,Shirt,97.42
22964,MediumSpringGreen Shirt,Shirt,77.63
22965,SeaGreen Sweatshirt,Sweatshirt,36.14
22966,LightSlateGray Jacket,Jacket,63.76
22967,DarkOliveGreen Sweatshirt,Sweatshirt,51.37
22968,LightSkyBlue Sweatshirt,Sweatshirt,93.5
22969,Crimson Sweatshirt,Sweatshirt,70.31
22970,MediumAquaMarine Shirt,Shirt,57.87
22971,Black Sweatshirt,Sweatshirt,43.38
22972,Green Sweatshirt,Sweatshirt,26.07
22973,LemonChiffon Sweatshirt,Sweatshirt,33.82
22974,LightGray Shirt,Shirt,94.79
22975,DarkCyan Shirt,Shirt,95.07
22976,White Sweatshirt,Sweatshirt,30.04
22977,Green Sweatshirt,Sweatshirt,26.22
22978,FloralWhite Sweatshirt,Sweatshirt,47.32
22979,DodgerBlue Jacket,Jacket,44.05
22980,PaleGreen Jacket,Jacket,51.72
22981,DarkOrchid Sweatshirt,Sweatshirt,90.5
22982,Red Sweatshirt,Sweatshirt,59.95
22983,White Sweatshirt,Sweatshirt,72.68
22984,Teal Sweatshirt,Sweatshirt,26.32
22985,DarkGoldenRod Sweatshirt,Sweatshirt,53.39
22986,Yellow Sweatshirt,Sweatshirt,61.36
22987,Khaki Sweatshirt,Sweatshirt,57.26
22988,Orange Shirt,Shirt,43.52
22989,BlueViolet Sweatshirt,Sweatshirt,57.7
22990,LightPink Sweatshirt,Sweatshirt,54.02
22991,Plum Jacket,Jacket,86.2
22992,Salmon Sweatshirt,Sweatshirt,29.43
22993,Purple Shirt,Shirt,49.87
22994,LightGray Jacket,Jacket,31.24
22995,Cyan Shirt,Shirt,68.65
22996,LightSlateGray Shirt,Shirt,38.23
22997,Tomato Sweatshirt,Sweatshirt,33.71
22998,WhiteSmoke Shirt,Shirt,43.85
22999,LightSalmon Shirt,Shirt,65.06
23000,HoneyDew Jacket,Jacket,46.73
23001,RoyalBlue Shirt,Shirt,68.54
23002,Indigo Sweatshirt,Sweatshirt,24.75
23003,LightSteelBlue Jacket,Jacket,39.76
23004,Ivory Sweatshirt,Sweatshirt,90.94
23005,DarkGray Shirt,Shirt,42.96
23006,Salmon Jacket,Jacket,98.34
23007,CornflowerBlue Sweatshirt,Sweatshirt,58.58
23008,PowderBlue Shirt,Shirt,36.19
23009,DarkSalmon Shirt,Shirt,88.43
23010,LightBlue Sweatshirt,Sweatshirt,26.1
23011,LightYellow Shirt,Shirt,37.65
23012,MintCream Shirt,Shirt,30.43
23013,DarkGoldenRod Sweatshirt,Sweatshirt,88.96
23014,CornflowerBlue Sweatshirt,Sweatshirt,95.18
23015,Plum Sweatshirt,Sweatshirt,33.98
23016,LavenderBlush Shirt,Shirt,40.25
23017,SeaGreen Sweatshirt,Sweatshirt,54.55
23018,Coral Jacket,Jacket,49.0
23019,White Sweatshirt,Sweatshirt,93.82
23020,Plum Sweatshirt,Sweatshirt,43.89
23021,FireBrick Shirt,Shirt,36.08
23022,PaleTurquoise Sweatshirt,Sweatshirt,49.28
23023,Moccasin Shirt,Shirt,72.48
23024,MediumPurple Sweatshirt,Sweatshirt,96.1
23025,LightSeaGreen Sweatshirt,Sweatshirt,52.01
23026,Lavender Sweatshirt,Sweatshirt,96.98
23027,Magenta Jacket,Jacket,34.8
23028,CornflowerBlue Shirt,Shirt,75.07
23029,ForestGreen Sweatshirt,Sweatshirt,26.43
23030,RoyalBlue Shirt,Shirt,92.15
23031,LightSeaGreen Sweatshirt,Sweatshirt,68.86
23032,LightGoldenRodYellow Jacket,Jacket,87.38
23033,Beige Sweatshirt,Sweatshirt,58.07
23034,Coral Shirt,Shirt,85.08
23035,Cyan Sweatshirt,Sweatshirt,25.77
23036,Orchid Sweatshirt,Sweatshirt,28.58
23037,DarkTurquoise Sweatshirt,Sweatshirt,47.13
23038,Violet Shirt,Shirt,77.78
23039,MediumOrchid Jacket,Jacket,45.27
23040,Magenta Shirt,Shirt,64.23
23041,Red Sweatshirt,Sweatshirt,33.98
23042,DarkCyan Sweatshirt,Sweatshirt,30.38
23043,MediumSeaGreen Shirt,Shirt,46.36
23044,Blue Sweatshirt,Sweatshirt,67.03
23045,Lavender Shirt,Shirt,71.74
23046,SpringGreen Sweatshirt,Sweatshirt,95.19
23047,Aquamarine Sweatshirt,Sweatshirt,85.17
